Domain	Topic	News	Label
Politics	Poll: Peringkat persetujuan Trump melonjak	Peringkat persetujuan Presiden Donald Trump telah melonjak ke tinggi baru 83 persen dalam jajak pendapat Universitas Quinnipiac. Mayoritas pemilih Amerika yang disurvei oleh Quinnipiac antara 16 dan 21 Maret - 79 persen - mengatakan mereka menyetujui kinerja pekerjaan presiden. Survei terakhir Quinnipiac, pada 7 Maret, memiliki posisi Trump pada persetujuan 72 persen yang mengesankan, 10 persen tidak menyetujui peringkat. Dalam berita yang lebih bagus untuk Trump dalam survei terbaru, 60 persen pemilih mengatakan mereka percaya dia adalah presiden paling jujur yang pernah dimiliki Amerika Serikat, 70 persen mengatakan mereka setuju dengan gaya kepemimpinannya; dan 85 persen kekalahan mengatakan bahwa dia mempertimbangkan masalah pribadi mereka saat dia menandatangani satu perintah presiden satu sama lain sementara sangat bergaya ditata.	Fake
Education	Siswa Bereksperimen Dengan Drone Seni Modern untuk Hari Ilmu Pemuda Nasional 4-H	"Lebih dari 100.000 siswa K-12 dari seluruh AS telah bereksperimen dengan drone seni baru dalam hari sains pemuda nasional 4-H ""Drone Discovery Challenge"". Siswa yang lebih muda bekerja dalam kelompok kecil untuk mempelajari pengoperasian teknologi drone baru termasuk beberapa tangan tepat waktu dengan beberapa drone paling canggih di pasaran saat ini. Siswa sekolah menengah lebih dalam, mengkodekan sensor jarak jauh yang digunakan dalam penerbangan tak berawak. Mereka harus menguji keterampilan pengkodean mereka pada sensor jarak jauh sebelum dapat menguji pada drone nyata. Hanya siswa dengan keterampilan koding terbaik yang bisa menguji kreasi mereka di lapangan udara."	Fake
Politics	Mengapa Calon Presiden Partai Hijau Jill Stein Tidak Ingin Baik Clinton atau Trump di Gedung Putih	Jill Stein, kandidat presiden untuk Partai Hijau, mengatakan dia tidak akan senang dengan kandidat partai arus utama - Hillary Clinton atau Donald Trump - di Gedung Putih.	Legit
Celebrity	Lindsay Lohan Melakukan Narkoba pada Oprah's Dime	Membuat film reality show untuk jaringan TV Oprah infrey seharusnya menjadi kesempatan bagi Lindsay Lohan untuk membangun kembali kariernya, tetapi sebaliknya, ia kembali ke kebiasaan lama lainnya.	Fake
Celebrity	Katie Holmes Ledakan Mantan Dalam Wawancara Bombshell Tentang Suri	Katie Holmes telah berusaha untuk hidup normal setelah ia menceraikan Tom Cruise pada tahun 2001, tetapi itu tidak menghentikannya dari membuang naungan di telah mencoba untuk hidup normal setelah ia bercerai pada tahun 2001, tetapi itu tidak menghentikannya dari melemparkan naungan ke ayah Scientology superstar putrinya	Fake
Politics	Pence: Obamacare di sini sampai Kongres siap	"VP Mike Pence mencatat bahwa Kongres ""tidak bisa mendapatkan tindakan mereka bersama"" dan tidak siap untuk mencabut Obamacare. Pence, dengan kecerdasan atipikal mencatat bahwa mungkin Kongres membutuhkan mafia, atau pendekatan bersenjata kuat lainnya untuk menyatukannya, dan mencabut undang-undang yang tidak populer dengan begitu banyak konstituen Republik. Pence mencatat bahwa bosnya, Trump telah bekerja ""sepanjang malam, dan tanpa jeda"" dalam mencambuk suara Kongres tetapi itu tidak berhasil."	Fake
Celebrity	Menteri Tory telah menyelamatkan bar gay yang ikonis yang pernah dikunjungi oleh Putri Diana	Salah satu bar gay paling terkenal di Inggris yang dilaporkan dikunjungi Putri Diana dengan Freddie Mercury hari ini diberi status bangunan terdaftar.	Fake
Celebrity	"Zayn on Taylor Swift: ""Saya Pikir Dia Pantas Sukses"""	"Mantan anggota One Direction dan penyanyi pop pop abadi Zayn Malik terkenal dijaga. Namun dalam sebuah wawancara dengan The Fader setelah perilisan single barunya dengan Sia ""Dusk Till Dawn,"" ia menawarkan ulasan positif dari sesama bintang pop Taylor Swift, yang dengannya ia berkolaborasi pada single ""Top-chart"" I Don ' t anna Live Forever ”pada akhir 2016."	Legit
Celebrity	Ellen DeGeneres Sekarang Di Tengah Kelly Ripa Dan Perseteruan Michael Strahan Setelah Segmen Pada Pertunjukannya	Adalah fakta yang diketahui bahwa ada darah buruk antara Kelly Ripa dan mantan ketua bersama, Michael Strahan, dan sekarang Ellen DeGeneres terperangkap di tengah.	Fake
Celebrity	Pernikahan Kim dan Kanye di atas batu saat dia membayangkan cincin pernikahan ITVER	TEMAN mengatakan pernikahan Kim Kardashian dan Kanye est sudah berakhir.	Fake
Celebrity	Ryan Seacrest Shayna Taylor Di Brink Over Host's NYC Lifestyle Gila	"Hidup di pantai yang terpisah telah menyebabkan keretakan dalam hubungan itu, tetapi Seacrest dikatakan memiliki hati yang terpaku pada NYC. ""Ryan muncul situasi baru di Shayna hampir tiba-tiba, dan itu bahkan dengan standar, menit-menit terakhir tidak terduga nya,"" klaim seorang informan."	Fake
Celebrity	Kanye est Dilewati Serena illiams 'tayang Untuk Menghindari' Awkward 'Jalankan Di ith Beyonce	Ketika Kim Kardashian berhasil menghadiri pernikahan Serena illiams, Kanye est jelas bukan miliknya. Anda punya detail EKSKLUSIF yang ingin dihindarkannya dari Beyoncé dengan canggung.	Fake
Business	California Mengalami Kecurangan tentang Standar Emisi Otomatis	"Menyiapkan Face-Off Dengan Trump ""Badan udara bersih California memberikan suara pada hari Jumat untuk mengevaluasi kembali standar emisi mereka yang lebih ketat untuk mobil dan truk. Pemungutan suara oleh Dewan Sumber Daya Udara California adalah indikasi paling berani dari keragu-raguan California dalam kebijakan lingkungan. Politisi terkemuka di negara dari gubernur hingga banyak walikota telah berjanji berbicara untuk rakyat. Trump mendukung industri atas kekhawatiran lingkungan mengatakan pelonggaran peraturan emisi akan membantu merangsang manufaktur mobil. Dia bersumpah pekan lalu untuk melonggarkan peraturan. tahun mendukung standar yang lebih ketat. """	Fake
Celebrity	(EKSKLUSIF) Usher Melemparkan 'Dancing ith The Stars'	theJasmineBRAND.com secara eksklusif melaporkan, Usher diduga telah dilemparkan pada musim Dancing yang akan datang. Sumber memberitahu kami bahwa penyanyi dan aktor berusia 38 tahun itu akan tampil pada musim 24 dari acara kompetisi dansa hit ABC.	Fake
Celebrity	Keith Urban Jealous: Nicole Kidman Mengaku Dia Meminta HBO Untuk Melemparkan Alexander Skarsgard Sebagai Minat Cintanya | Celeb Dirty Laundry	Nicole Kidman menjelaskan bahwa dia sangat ingin agar Alexander Skarsgard dicasting sebagai suaminya di 'Big Little Lies.' Nicole membintangi serial drama HBO baru bersama dengan Reese itherspoon, Shailene oodley dan Laura Dern. Acara ini menceritakan tentang tiga ibu yang mencoba untuk melanjutkan setelah tragedi yang hampir menghancurkan hidup mereka.	Fake
Celebrity	Jennifer Lawrence 'menelanjangi dan menuntut Kanye est menata dirinya' setelah minum lima martini di rumah Kris Jenner	Jennifer Lawrence akhirnya telanjang di lemari pakaian Kris Jenner setelah menelan lima martini.	Fake
Celebrity	Selena Gomez menyembur Jenifer Aniston di pesta Cake	Selena Gomez mungkin menjadi salah satu nama rumah tangga terbesar di dunia, tetapi bahkan dia memperdayai aktris favoritnya.	Legit
Celebrity	Teman-teman Selena, Justin Bieber, Kembali Menjadi An	"Justin Bieber jelas bukan ""Maaf"" ketika Selena Gomez memutuskan hubungan dengan bintang pop The eeknd agar ia bisa kembali - tetapi teman-temannya"	Fake
Sports	"""Tampaknya berbalik arah setelah masa perenungan, Wilfried Zaha telah memutuskan untuk bergabung kembali dengan tim sepak bola Nasional Inggris (itu sepak bola untuk Anda orang Amerika). Awalnya dikritik karena menahan 'sandera' tim sementara ia berdebat bergabung dengan tim nasional negara tempat ia tinggal. keduanya, Pantai Gading, Zaha telah memutuskan untuk kembali mewakili negara angkatnya. Para atlet membuat keputusan tentang negara mana yang ingin mereka wakili bukanlah hal yang baru, dan Zaha hanyalah yang terbaru di antara ribuan atlet untuk membuat keputusan yang agak sulit tentang yang bangsa yang akan diwakili. Zaha akan disambut kembali sebagai tambahan untuk tim Sepak Bola Nasional Inggris."	Sementara banyak yang percaya standar pendidikan AS baru-baru ini menjadi lebih menantang dan ketat, tidak demikian halnya dengan siswa valuta asing. Pelajar asing yang pernah belajar di AS mencatat bahwa olahraga terlalu banyak, sepakbola tidak dimainkan dengan benar, dan kelas adalah lelucon. Siswa asing berkomentar bahwa siswa AS kurang memperhatikan di kelas, dan mudah untuk melampaui nilai mereka dengan sedikit usaha daripada yang mereka gunakan di negara asal mereka. Bahkan siswa asing dengan kesenjangan bahasa menemukan sekolah AS lebih mudah.	Fake
Technology	Instagram menambahkan otentikasi dua faktor, fitur keamanan	Instagram hanya membuat akun Anda lebih sulit untuk diretas.	Legit
Celebrity	Lindsay Lohan: Starlet Lusting After Vladimir Putin	"LiLo tiba-tiba mengarahkan matanya yang berapi-api ke ""Kremlin Krotch,"" memberi tahu teman-teman bahwa dia akan tidur dan menikahi orang kuat Soviet yang terkenal Vladimir Putin - dan kemudian secara resmi dinobatkan sebagai ""Puteri-Tang Putri Rusia"""	Fake
Celebrity	Kim Kardashian menjelaskan mengapa dia tidak akan memilih Trump	Untuk sesaat di sana, tampaknya Hillary Clinton telah kehilangan suara Kim Kardashian.	Legit
Celebrity	Leah Remini Membuka Tentang Persahabatannya dengan Jennifer Lopez Dan Koneksi Scientology	Jennifer Lopez dan mantan Ilmuwan Leah Remini adalah teman terbaik. Mereka sudah saling kenal selama beberapa tahun dan telah melalui banyak hal. Apa pun yang terjadi, persahabatan mereka akan terus berlanjut. Tampaknya selalu Leah satu-satunya yang memiliki koneksi Gereja Scientology, tetapi bukan itu masalahnya.	Fake
Entertainment	Chris Pratt menanggapi pemalu tubuh mengatakan kepadanya bahwa dia terlalu kurus	"Chris Pratt besar atau kecil telah mendengar semuanya. Belakangan ini bintang ""Guardians of the Galaxy"" bintang 37 menerima kritik karena terlalu kurus tetapi dia tidak membawanya berbaring. Pratt yang telah mendokumentasikan makanan ringan sehat yang dia makan saat syuting ""Jurassic World 2"" dalam serangkaian video Instagram ""What's My Snack"" balas ditembak - dengan cara yang biasa-biasa saja - setelah beberapa pengikut tampaknya menyarankan dia melihat terlalu kurus. ""Begitu banyak orang mengatakan saya terlihat terlalu kurus dalam episode terbaru saya tentang WHATSMYSNACK yang ia tulis di Instagram, Kamis. Beberapa orang bahkan mengatakan bahwa saya terlihat 'kerangka.' Yah, hanya karena aku laki-laki, bukan berarti aku kebal terhadap bisikanmu. Tubuh memalukan menyakitkan. """	Legit
Politics	Biden: Trump harus meminta maaf atas klaim penyadapan Obama	Joe Biden mengatakan Presiden Donald Trump harus meminta maaf kepada mantan Presiden Barack Obama atas tuduhannya bahwa pemerintahan Obama menyadap Trump Tower.	Legit
Technology	Vespa Tertua di dunia Terlibat dalam Kecelakaan Mobil	"Anda mungkin ingat mobil Vespa klasik seperti yang dibawa Audrey Hepburn keliling Roma. Pada hari Sabtu, Vespa tertua yang tersisa yang berada di tangan kolektor John Grimes terlibat dalam kecelakaan saat pemilik keluar membuat pemeliharaan mobil. . Ya, mobil klasik telah dipertahankan dalam kondisi berjalan selama bertahun-tahun. Skuter dari ""Seri O"" Piaggio dengan nomor seri 1003 ditabrak oleh pengendara yang bandel sehingga mengakhiri umur panjang mobil klasik."	Fake
Education	"Sekretaris Pendidikan mengatakan ""Kami Tidak Perlu Pendidikan"""	Pada hari Jumat pagi, sekelompok demonstran di sekolah menengah DC meneriakkan lirik dari lagu Pink Floyd yang populer di Sekretaris Pendidikan Betsy DeVos. Setelah protes berubah menjadi kekerasan, termasuk pembakaran mobil kepala sekolah, DeVos dikawal dari tempat kejadian oleh pasukan keamanannya. Para pengunjuk rasa adalah kelompok campuran siswa sekolah menengah dan menengah, meskipun polisi ibukota sedang menyelidiki apakah orang dewasa memiliki keterlibatan dalam menggerakkan protes. Investigasi masih berlangsung.	Fake
Celebrity	Brad Pitt dikabarkan berkencan dengan Putri Charlotte dari Monako	Cari tahu seluk beluk dugaan 'kisah cinta' di sini	Fake
Celebrity	Selena Gomez dan Orlando Bloom Party Bersama di Pesta Ulang Tahun ke-39-nya	Selena Gomez dan Orlando Bloom sedang menikmati kebersamaan satu sama lain sekali lagi.	Legit
Entertainment	Planet Earth memimpin bidang dengan sembilan nominasi Bafta Craft	Planet Bumi II sangat populer dengan pemirsa ketika ditayangkan tahun lalu - dan sekarang tampaknya memukau Bafta juga. Film dokumenter BBC One telah menerima sembilan nominasi sebelum Craft Awards tahunan yang merayakan talenta di balik layar di televisi. Drama Netflix, The Crown, diikuti dengan tujuh nominasi, sedangkan The Night Manager dari BBC mendapat enam nominasi. Pemenang akan diumumkan pada tanggal 23 April tiga minggu jelang Bafta Television Awards pada 14 Mei. Berikut ini rundown program mana yang cocok untuk apa.	Legit
Entertainment	Sienna Miller memuji naskah untuk peran baru	Sienna Miller sangat memuji sutradara dan penulis naskah film barunya - Lost City of Z. Ia berperan sebagai istri yang setia dan suportif bagi penjelajah Amazon Percy Fawcett (diperankan oleh Charlie Hunnam), yang mencari kota hilang yang misterius di adaptasi dari kisah nyata ini. Perasaannya yang sama dengan karakter itu menuntunnya untuk menyajikan kepada sutradara bagian tulisan tangan yang disalin, yang kemudian dibingkai oleh sutradara sebagai bukti untuk Sienna.	Fake
Business	House mengirimkan tagihan yang memutar kembali perlindungan pornografi Internet ke Trump	Undang-undang yang diberlakukan tahun lalu untuk melindungi pornografi Internet akan dibatalkan jika Presiden Trump menyetujui RUU yang dikirim kepadanya oleh Kongres pada hari Selasa. Ini mungkin menandakan kecenderungan pembatasan ketat pada industri pornografi Internet selama era dominasi Partai Republik di Washington, DC. Pemilihan garis partai memungkinkan penyedia layanan Internet untuk memblokir situs-situs porno tertentu dan untuk mengumpulkan dan menjual jumlah pelanggan Jaminan Sosial yang berusaha untuk akses situs-situs ini. Kebiasaan menjelajah pelanggan dapat dijual di bawah undang-undang baru tanpa sepengetahuan atau persetujuan pelanggan, dan upaya mereka untuk mengunjungi situs porno, berhasil atau tidak, akan dicatat dalam catatan permanen mereka dengan nomor Jaminan Sosial.	Fake
Politics	Donald Trump Tidak Akan Mengatakan jika Dia akan Menerima Hasil Pemilihan	"Dalam sebuah pernyataan luar biasa yang tampaknya meragukan demokrasi Amerika, Donald J. Trump mengatakan pada hari Rabu bahwa ia mungkin tidak akan menerima hasil pemilihan bulan depan jika ia merasa itu dicurangi terhadapnya - suatu pendirian yang oleh Hillary Clinton dianggap sebagai ""mengerikan"" pada debat terakhir dan pedas mereka pada hari Rabu."	Legit
Sports	Brasil 3-0 Paraguay: Philippe Coutinho dan Neymar memesan tempat di Piala Dunia	Philippe Coutinho dan Neymar mencetak gol ketika Brasil lolos ke Piala Dunia 2018 di Rusia dengan kemenangan 3-0 atas Paraguay yang dominan pada Selasa. Liverpool Coutinho yang dijadwalkan terbang kembali dengan jet pribadi setelah pertandingan dengan Roberto Firmino menjelang derby Merseyside membuka skor di menit ke-34. Neymar mengakhiri malam yang penting dengan gol di babak kedua sebelum Marcelo menambahkan gol ketiga. Penyerang Barcelona Neymar yang menjadi kapten timnya gagal mengeksekusi penalti dan melihat upaya dilakukan karena offside pada suatu malam ketika ia secara rutin mengakhiri perawatan kasar dari pemain belakang Paraguay. Kemenangan ke 10 mereka dari kampanye kualifikasi melihat Brasil menjadi negara pertama yang lolos ke Piala Dunia 2018.	Legit
Entertainment	Bill O'Reilly meminta maaf setelah membuat lelucon rasial tentang anggota kongres	"Pembawa acara Fox News, Bill O'Reilly, meminta maaf pada hari Selasa setelah mendapat kecaman karena mengolok-olok rambut seorang anggota wanita kulit hitam. Selama penampilan di ""Fox Friends O'Reilly bereaksi terhadap klip Rep. Maxine Waters (D-CA) menyampaikan pidato di lantai Dewan Perwakilan Rakyat. Saya tidak mendengar sepatah kata pun dia berkata O'Reilly berkata tentang Waters. Aku sedang melihat wig James Brown. "" ""Jika kita memiliki foto James Brown - itu adalah wig yang sama, tambahnya. Pernyataan itu secara luas dikecam sebagai rasis dan seksis di Twitter, di mana nama O'Reilly menjadi tren pada Selasa pagi dan sore. Dalam sebuah pernyataan Selasa sore, O ""Reilly menyatakan penyesalannya atas kata-kata itu. Seperti yang telah kukatakan berkali-kali, aku menghormati wanita Kongres Maxine Waters karena tulus dalam kepercayaannya, katanya. Aku mengatakannya lagi hari ini di Fox Friends memanggilnya 'sekolah lama."" Sayangnya saya juga membuat lelucon tentang rambutnya yang bodoh. Saya minta maaf. """	Legit
