text,target,language,Domain,split
"शैलीन वुडले ने पाइपलाइन पर जेल में भूख हड़ताल का नेतृत्व किया अमेरिकी अभिनेत्री शैलेन वुडले ने उत्तरी डकोटा जेल के साथी कैदियों और गार्डों को घोषणा की है कि वह डकोटा एक्सेस तेल पाइपलाइन के खिलाफ भूख हड़ताल करेगी। वुडली डायवर्जेंट सीरीज़ की शुरुआत है। उसे 26 अन्य कार्यकर्ताओं के साथ पिछले साल अक्टूबर में डकोटा तेल पाइपलाइन साइट पर गिरफ्तार किया गया था। उसकी भूख हड़ताल को पूरे क्षेत्र में मूल अमेरिकी कार्यकर्ताओं द्वारा समर्थन और प्रशंसा की गई है, जो इस आधार पर पाइपलाइन का विरोध करते हैं कि यह उनकी पवित्र भूमि का उल्लंघन करेगा।",1,Hindi,Entertainment,train
"बफ्ता कांड के बाद ग्रह पृथ्वी रद्द इसकी शुरुआती सफलता के बावजूद, बीबीसी एक प्रकृति वृत्तचित्र ग्रह पृथ्वी II, जिसे कई क्राफ्ट अवार्ड के लिए नामांकित किया गया था, ने बीबीसी के साथ अज्ञात संघर्ष के बाद नेटवर्क छोड़ दिया है। बीबीसी के एक अनाम स्रोत ने पुष्टि की कि ग्रह पृथ्वी के कार्यकारी निर्माता ने एक निजी बैठक में नस्लवादी टिप्पणी की, जिसके परिणामस्वरूप उनके सभी नौ नामांकन वापस ले लिए गए। प्लैनेट अर्थ के कार्यकारी निर्माता ने टिप्पणी करने से इनकार कर दिया है और तब से अपने ट्विटर अकाउंट को हटा दिया है। क्राफ्ट अवार्ड्स में वर्तमान फ्रंट रनर में नेटफ्लिक्स के द क्राउन और बीबीसी के द नाइट मैनेजर शामिल हैं।",1,Hindi,Entertainment,train
"कैसे How हड्डियों ’ने नई पीढ़ी की महिला वैज्ञानिकों को पाला शानदार डॉ। टेम्परेंस ब्रेनन (एमिली डेशनेल) के नेतृत्व में एक टीम द्वारा फटे हुए अक्सर-गॉरी अपराध के मामलों के 246 एपिसोड का निर्माण करने के बाद फॉक्स की ""हड्डियां"" मंगलवार को समाप्त हो रही हैं। लंबे समय से चल रही श्रृंखला की कुछ महिला दर्शकों के लिए यह शो एंटरटेनमेंट से बहुत अधिक है; इसने उन्हें विज्ञान में करियर बनाने के लिए प्रोत्साहित किया। मॉर्गन ओ। जॉन उनमें से एक हैं। वह ""बोनहेड"" है - शो के प्रशंसकों द्वारा खुद को एक सामूहिक के रूप में वर्णित करने के लिए इस्तेमाल किया जाने वाला एक शब्द - लेकिन यह भी कुछ भी। 22 साल की उम्र में फोर्ट वर्थ टेक्सास में टेक्सास क्रिश्चियन यूनिवर्सिटी में मानव विज्ञान और फ्रेंच में एक डबल प्रमुख पूरा करने से कुछ महीने दूर है। वह जो ""दक्षिण-पश्चिम लुइसियाना में एक बहुत ही अलग-थलग ग्रामीण ग्रामीण इलाके में काम करती है या हाई स्कूल से स्नातक होने के बाद सबसे पास के सामुदायिक कॉलेज में रहने वाली और चुपचाप बिना सोचे समझे जीवन जीने"" के बारे में बताती है।",0,Hindi,Entertainment,train
"DEMI LOVATO ने F THE TIGHT SHOW ’पर एईएन के प्रशंसकों को एआईएम लिया डेमी लोवेटो जिमी फॉलोन के आज रात के शो में दिखाई दीं और अपने किशोरों के प्रशंसकों का पूरा हुजूम। लोवाटो ने एक सीक्विन टॉप, पिगटेल पहने और साथी गायक एड शीरन के चेहरे पर एक तकिया के साथ बाहर आने का नाटक किया। लोवेटो के कार्य के दौरान, Fallon एक तकिया अतिरिक्त के मारियो लोपेज की विशेषता चुंबन हुए जवाब दिया।",1,Hindi,Entertainment,train
"क्रिसी टेगेन पेट्रीसिया अर्क्वेट और यूनाइटेड एयरलाइंस लेगिंग की घटना पर अधिक प्रतिक्रिया व्यक्त करती है ""यूनाइटेड एयरलाइंस ने इस सप्ताह के अंत में एक फ्लाइट में सवार होने से दो लड़कियों को रोक दिया क्योंकि उन्होंने लेगिंग पहने हुए थे, जो कंपनी ने कहा कि स्टैंडबाय अभिनेताओं के लिए मुफ्त यात्रा करने वाले कर्मचारियों के रिश्तेदारों और दोस्तों के लिए उनकी नीति का हिस्सा है। और कार्यकर्ताओं ने घटना में एयरलाइन के विकल्पों की आलोचना करने के लिए सोशल मीडिया पर ले लिया है। एक्टिविस्ट शैनन वॉट्स ने रविवार की सुबह सबसे पहले घटना को ट्वीट करते हुए लिखा, ""एक एकजुट गेट एजेंट लेगिंग में लड़कियों को डेनवर से मिनियापोलिस की उड़ान पर नहीं जाने दे रहा है"" स्पैन्डेक्स की अनुमति नहीं है ? ""वाट्स पाँच की माँ हैं और अमेरिका में गन सेंस के लिए मॉम्स डिमांड एक्शन की संस्थापक हैं। प्रमुख समाचार आउटलेट्स के बाद डेनवर में हुई घटना की रिपोर्टों को उठाया एयरलाइन के एक प्रवक्ता ने एबीसी न्यूज़ को रिपोर्ट की पुष्टि की कि दो किशोर हैं। उड़ान पर अनुमति नहीं है क्योंकि लेगिंग ""कंपनी के लाभ के लिए ड्रेस कोड नीति के अनुपालन में नहीं है एक कार्यक्रम है जो एयरलाइन के श्रमिकों को यात्रा करने देता है और उनके परिवार मुफ्त में यात्रा करते हैं, लेकिन कुछ दिशानिर्देशों के भीतर। इन विशेषाधिकारों के लिए अलग नियम हैं क्योंकि लोगों को मुफ्त में प्रवक्ता के लिए उड़ान भरी जाती है।",0,Hindi,Entertainment,train
"'घोस्ट इन द शेल' के बारे में स्कारलेट जोहानसन ने खोला अभिनेत्री स्कारलेट जोहानसन ने अपनी नई फिल्म ""घोस्ट इन द शेल"" के बारे में ओपनिंग की, जिसमें उन्होंने नायिका के रूप में डाले जाने वाले विवाद को संबोधित किया और हॉलीवुड में एक महिला होने की कठिनाइयों पर चर्चा करते हुए गुड मॉर्निंग अमेरिका ""एंकर माइकल स्ट्रैप"" के साथ एक साक्षात्कार में कहा। जोहानसन ने कहा कि जब ""घोस्ट इन द शेल"" को पहली बार उसके ध्यान में लाया गया था, ""यह अविश्वसनीय रूप से चुनौतीपूर्ण लग रहा था कि उसकी बेटी अभी भी बहुत छोटी थी, और मेरे सिर की जगह 'घोस्ट इन द शेल' की तरह बिल्कुल भी नहीं थी।"" लेकिन मुझे लगा कि यह वास्तव में कठिन है कि सामने वाले को मौका देना मुश्किल है और किसी ऐसी चीज के लिए केंद्र है, जिसमें ऐसा अंतर्निहित प्रशंसक हो जो इतनी समर्पित और पूरी तरह से अभिनेत्री के प्रति जुनूनी हो। और यह भी जानते हैं कि आप स्टूडियो को वापस करने में सक्षम हैं। जोहानसन की तरह कुछ जोड़ा, एक अभिनेता के रूप में ... एक महिला के रूप में यह दुर्लभ है। मुझे आशा है कि यह हमेशा इतना दुर्लभ नहीं है लेकिन यह है। """,0,Hindi,Entertainment,train
"अमेरिका ने परमाणु हथियारों पर प्रतिबंध लगाने के लिए संयुक्त राष्ट्र वार्ता का बहिष्कार किया संयुक्त राष्ट्र, न्यूयॉर्क (CNN), संयुक्त राष्ट्र में अमेरिकी राजदूत निक्की हेली ने सोमवार को घोषणा की कि संयुक्त राज्य अमेरिका और लगभग 40 अन्य राष्ट्र परमाणु हथियारों पर प्रतिबंध लगाने के लिए एक अंतरराष्ट्रीय संधि पर पहली बार होने वाली वार्ता में भाग नहीं लेंगे।",0,Hindi,Politics,train
"टेक्सास को मौत की सजा को व्यापक बनाना चाहिए, उच्च न्यायालय का कहना है एक विभाजित अमेरिकी सुप्रीम कोर्ट ने कहा कि टेक्सास को उन लोगों के लिए मृत्यु-दंड की छूट को व्यापक करना होगा जो बौद्धिक रूप से अक्षम हैं, यह फैसला करते हुए कि राज्य पुराने चिकित्सा मानकों का उपयोग करके संविधान का उल्लंघन कर रहा था।",0,Hindi,Politics,train
सीएनएन - वाशिंगटन इंटेलिजेंस ने बहुत विश्वसनीय स्रोतों के माध्यम से सीखा है कि रूसियों के पास इलेक्ट्रॉनिक उपकरणों के माध्यम से राष्ट्रपति ट्रम्प को नियंत्रित करने के लिए सिद्ध तरीके हैं। वे छोटे बैटरी पैक हैं जिन्हें उनके सूट की जेब में या यहां तक कि सुनने में सहायता या घड़ी की बैटरी के रूप में छोटा किया जा सकता है जो लगभग कहीं भी हो सकते हैं। वे इलेक्ट्रॉनिक संकेतों का उपयोग कर रहे हैं जिनके पास अचेतन संदेश हैं जो केवल राष्ट्रपति सुन सकते हैं। उनका एजेंडा स्पष्ट है और सीआईए और एफबीआई इस स्थिति की निगरानी कर रहे हैं। हम जानते हैं कि जरीद कुश्नर और इवांका गुप्त संचालक हैं और इसके माध्यम से ले जाने में मदद कर रहे हैं। ट्रम्प की रैली में उद्योग के नेताओं ने वेरोज़ोन और एटीटी के लिए घोषणा की कि वे ट्रम्प के समर्थन के लिए इंटरनेट को स्थायी रूप से बंद करने के लिए एक साथ प्रतिबंध लगाएंगे। सिलिकॉन वैली ने घोषणा की है कि ट्रम्प समर्थन की लहर को अपना इंटरनेट बनाना चाहिए और उसके चारों ओर एक दीवार का निर्माण करना चाहिए। संघीय संचार आयोग भी भविष्य में इंटरनेट का उपयोग करने के लिए केवल गैर ट्रम्प के समर्थन की अनुमति के विचार का समर्थन करता है। नियम कब्रों के लिए बने हुए हैं और नेता ऐसे दावे कर रहे हैं जो ज्यादातर लोगों के लिए मायने रखते हैं और जनता के समर्थन का अधिकांश हिस्सा हैं। देश में पूर्वाग्रह का सामना करना पड़ता है और यह सिलिकॉन वैली कैलिफोर्निया में शुरू हो रहा है।,1,Hindi,Politics,train
GOP स्वास्थ्य बिल की विफलता के बाद ट्रम्प डेमोक्रेट्स को 'हारे हुए' कहते हैं राष्ट्रपति डोनाल्ड ट्रम्प ने शुक्रवार दोपहर को रिपब्लिकन द्वारा ओबामाकेयर ओवरहाल खींचे जाने के बाद बोले कि उन्होंने बिल के डेमोक्रेटिक विरोध की आलोचना की और इसकी विफलता के लिए जिम्मेदारी को पार कर लिया।,0,Hindi,Politics,train
"एलिसन: रिपब्लिकन दुर्भाग्य पर ""डेमोक्रेट"" वाशिंगटन (CNN) डेमोक्रेटिक सांसदों का कहना है कि वे ओबामाकेरे, रेप कीथ एलिसन को सोमवार को निरस्त करने के अपने रिपब्लिकन समकक्षों की विफलता पर ""ग्लोब"" कर रहे हैं। क्रिस क्युमो के साथ सीएनएन के ""न्यू डे"" पर बोलते हुए, मिनेसोटा डेमोक्रेट और डेमोक्रेटिक नेशनल कमेटी के उपाध्यक्ष ने कहा कि वह और उनकी पार्टी इसे प्रफुल्लित करते हैं कि रिपब्लिकन अभी भी उनसे दवा की कीमतों, बुनियादी ढांचे और कर सुधार जैसे मुद्दों पर सहयोग की उम्मीद करते हैं। ""अगर रिपब्लिकन अंततः यह स्वीकार करने के लिए मजबूर हो जाते हैं कि वे अमेरिकी लोगों को रोक रहे हैं और उनका नेता एक मनोरोगी विदूषक है जो किसी भी प्रकार के असंभव को सहयोग करता है, मुझे लगता है कि यह एक अच्छी बात है,"" एलिसन ने कहा।",1,Hindi,Politics,train
"व्यक्ति में ट्रम्प मित्रता? ट्रम्प के महीनों के अभियान के निशान पर मार्केल को कोसने के बाद, उनके विचार व्यक्तिगत रूप से काफी मित्रवत लग सकते हैं। आमने-सामने बात के लिए धक्का देने वाली मैर्केल ने ट्रम्प के चेहरे से संबंधित कई टिप्पणियों को अनदेखा कर दिया है, जिसमें ""जिस तरह का चेहरा केवल एक जर्मन मां प्यार कर सकती है"" शामिल है। मैर्केल, जो जर्मनी के प्रधानमंत्री हैं, ने कुछ महीने पहले ट्रम्प की उस विशिष्ट टिप्पणी पर टिप्पणी करने से इनकार कर दिया था। ट्रम्प ने टिप्पणी की कि वह नीचे बैठने के लिए उत्सुक हैं और कहा कि ""यह बहुत अच्छा होने वाला है""।",1,Hindi,Politics,train
"ट्रंप ने टेक के एच -1 बी वीजा हायरिंग टूल को निशाना बनाया सैन फ्रांसिस्को - राष्ट्रपति ट्रम्प का सिलिकन वैली के साथ संबंध हमेशा से सबसे अच्छा रहा है, लेकिन ऐसा लगता है कि चीजें जल्द ही बहुत अधिक विवादास्पद हो सकती हैं।",0,Hindi,Politics,train
"तीन बार गिरफ्तार की गई महिला मेलानिया ट्रंप हैं (CNN) राष्ट्रपति के रूप में रहने वाली एक महिला ट्रम्प की पत्नी को कई अवसरों पर गिरफ्तार किया गया था जब उसे बिना मेकअप के खोजा गया था। यूएस ट्रेजरी बिल्डिंग के दक्षिणी मैदान के पास यूएस सीक्रेट सर्विस, एक ऐसी महिला के प्रति सतर्क थी जो राष्ट्रपति की पत्नी की तरह दिख रही थी, घर से भाग रही थी। वाशिंगटन मेट्रोपॉलिटन पुलिस विभाग के प्रवक्ता को यह घोषणा करने में देर नहीं लगी कि यह फिर से मेलानिया है और उन्होंने बिना किसी घटना के अपने पति को वापस भेज दिया।",1,Hindi,Politics,train
"ट्रम्प तक पहुंचने की आवश्यकता है? रोना को बुलाओ। जब राष्ट्रपति डोनाल्ड ट्रम्प के लंबे समय के दोस्त और सहयोगी उनके पास पहुंचना चाहते हैं, तो वे सीधे व्हाइट हाउस नहीं जाते हैं। इसके बजाय, वे उस महिला को बुलाते हैं जो ट्रम्प टॉवर में एक चौथाई सदी के लिए द्वारपाल रही है: रोनो ग्रेफ।",0,Hindi,Politics,train
"बिडेन: ट्रम्प को तार दिया गया था, लेकिन अमेरिका द्वारा नहीं जो बिडेन ने कहा कि राष्ट्रपति डोनाल्ड ट्रम्प वास्तव में वायरटैप्ड थे, लेकिन अमेरिका द्वारा नहीं। उन्होंने न्याय विभाग द्वारा तैयार किए गए साक्ष्य की पेशकश की कि वास्तव में, ओबामा ने ट्रम्प टॉवर के वायरटैप का आदेश नहीं दिया था, लेकिन ट्रम्प टॉवर के तहखाने के पास उपयोगिता कोठरी में पीछे छोड़ दी गई रूसी तकनीक के सबूत पाए। पूर्व उपराष्ट्रपति ने कहा, ""इस भौतिक सबूत की ताकत को देखते हुए, राष्ट्रपति ट्रम्प को वायरटैप होने के अपने दावों में उलझा दिया गया था, लेकिन शायद वह उस तरह से नहीं थे जैसा वे चाहते थे।"" ओबामा ने एक प्रवक्ता के माध्यम से इस बात से इनकार किया कि उन्होंने मौजूदा राष्ट्रपति के ट्वीट के बाद ट्रम्प टॉवर को तार-तार कर दिया। इस सप्ताह एफबीआई के निदेशक जेम्स कॉमी ने भी गवाही दी कि 2016 के चुनाव के लिए ओबामा प्रशासन ने ट्रम्प के सर्वेक्षण का कोई सबूत नहीं दिया है, लेकिन ट्रम्प टॉवर के तहखाने में लगाए गए एक संभावित रूसी उपकरण के अस्तित्व को स्वीकार किया है।",1,Hindi,Politics,train
"सेकंड डिबेट में, डोनाल्ड ट्रम्प और हिलेरी क्लिंटन स्पार इन बिटर, पर्सनल टर्म्स डोनाल्ड जे। ट्रम्प और हिलेरी क्लिंटन के बीच रविवार की रात को लगभग एक-दूसरे के साथ बिना किसी शत्रुतापूर्ण बहस के टकराव हुआ, जिसमें 90 मिनट का चरित्र-चित्रण, तड़ी-तानी के आरोप और मिस्टर ट्रम्प के चौंकाने वाले आरोप का श्रीमती श्रीमती क्लिंटन के मन में ""जबरदस्त द्वेष था।""",0,Hindi,Politics,train
"AQAP लैपटॉप बैटरी में विस्फोटक छिपाने की कोशिश कर रहा है, अधिकारी कहते हैं वाशिंगटन (CNN) इंटेलिजेंस ने हाल के हफ्तों में पाया कि एक अल कायदा सहयोगी अमेरिकी अधिकारियों के अनुसार, बैटरी और इलेक्ट्रॉनिक उपकरणों के बैटरी डिब्बों में विस्फोटक छिपाने की तकनीक को सही था।",0,Hindi,Politics,train
"मेलानिया ट्रम्प: वीमेन फर्स्ट, ओनली वाशिंगटन में, पहली महिला मेलानिया ट्रम्प, अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्प की तीसरी पत्नी, ने व्हाइट हाउस में अंतर्राष्ट्रीय महिला दिवस पर महिलाओं के लिए समानता और स्वतंत्रता के बारे में बात की। आमंत्रित केवल लंच उच्च समाज की महिलाओं से भरा था, जो मेलानिया के कहने के लिए ग्रहणशील थीं। मेलानिया ने कहा ""एक आप्रवासी महिला के रूप में, मैं उन चुनौतियों और कठिनाइयों को जानती हूं जो सभी महिलाएं करती हैं - जो अमेरिका से हैं, और वे नहीं।"" उन्होंने कहा कि महिलाओं के मुद्दों पर एक महत्वपूर्ण विषय होगा, जिसे वह फर्स्ट लेडी कहती हैं।",1,Hindi,Politics,train
"नील डेग्रसे टायसन ट्रम्प बजट पर सुपरनोवा जाते हैं (CNN) एस्ट्रोफिजिसिस्ट नील डेग्रसे टायसन का मानना है कि राष्ट्रपति डोनाल्ड ट्रम्प का पहला प्रस्तावित बजट अमेरिका को ""कमजोर,"" ""बीमार"" और ""बेवकूफ"" बना सकता है।",0,Hindi,Politics,train
"अभियान के निशान पर उसे कोसने के बाद ट्रम्प ने मर्केल का स्वागत किया शुक्रवार को, मार्केल नए के साथ आगे बढ़ती है, महीनों की तैयारी और बर्फ के कारण एक स्थगन के बाद ट्रम्प के साथ पहली बार आमने-सामने की लड़ाई के लिए वाशिंगटन पहुंचती है। विश्लेषकों और व्हाइट हाउस के अधिकारियों का कहना है कि शुक्रवार को ट्रम्प की विदेशी नेता के साथ सबसे महत्वपूर्ण बैठक होगी क्योंकि जनवरी में रिपब्लिकन व्यापारी ने पदभार संभाला था।",0,Hindi,Politics,train
"नील डेग्रसे टायसन ने बजट योजना पर ट्रम्प की प्रशंसा की एस्ट्रोफिजिसिस्ट नील डेग्रसे टायसन ने अपने बजट की योजनाओं में डोनाल्ड ट्रम्प की प्रशंसा की जिसमें 2019 में फिर से मनुष्य को चंद्रमा पर भेजना और ""अंतरिक्ष के बड़े पैमाने पर आर्थिक विकास।"" ""अमेरिका को फिर से महान बनाने का सबसे तेज़ तरीका: चंद्रमा पर लौटने के लिए एक लक्ष्य निर्धारित करें,"" उन्होंने राष्ट्रपति की प्रशंसा में ट्वीट किया। ""अमेरिका को फिर से महान बनाने का सबसे तेज़ तरीका, अंतरिक्ष विकास के व्यवसाय के लिए एक साहसिक योजना के लिए प्रतिबद्ध है।""",1,Hindi,Politics,train
"श्वार्ज़नेगर ट्रम्प सौर प्लेक्सस में झूलते हैं कैलिफोर्निया के पूर्व गवर्नर अर्नोल्ड श्वार्ज़नेगर ने अपने पिछले दावे को दोहराया है कि उन्होंने सोलर प्लेक्सस में राष्ट्रपति डोनाल्ड ट्रम्प को झूला झुलाया। राष्ट्रपति स्वीकार करते हैं कि अर्नोल्ड ने उन्हें मारने के लिए एक स्विंग लिया, लेकिन उन्होंने कहा कि वह इतनी तेजी से और इतनी तेजी से एक गजल के लिए आगे बढ़े, जिससे वह अर्नोल्ड को याद किया। गवाह ने बताया कि लड़ाई तब शुरू हुई जब ट्रम्प ने अर्नोल्ड के नागरिकता प्रमाण के लिए कहा।",1,Hindi,Politics,train
"Coutinho और नेमार के बाद पराग्वे के बाद ब्राजील 2018 विश्व कप के लिए क्वालीफाई करता है ब्राजील 2018 विश्व कप के लिए क्वालिफाई करने वाली पहली टीम बन गई है जिसने लियोनेल मेस्सी के मुंह से हल्की और पेरू के हल्के से मदद के साथ टूर्नामेंट के एकमात्र मौजूदा पक्ष के रूप में अपना गौरवपूर्ण रिकॉर्ड बनाए रखा है। पांच बार के चैंपियन ने मंगलवार को दक्षिण अमेरिकी क्वालीफाइंग प्रतियोगिता में लगातार आठवीं जीत के लिए पैराग्वे को 3-0 से हराया। यह अपने आप में रूस में उनकी भागीदारी की पुष्टि करने के लिए पर्याप्त नहीं था, लेकिन पेरू के बाद के खेल में उरुग्वे पर 2-1 से जीत ने ब्राजील को शीर्ष चार में जगह दी।",0,Hindi,Sports,train
"रोजर फेडरर ने रॉबर्टो बॉतिस्ता अगुत को हरा दिया जैसा कि स्टेन वावरिंका अलेक्जेंडर ज्वेरेव से हार जाता है रोजर फेडरर ने मियामी ओपन में रॉबर्टो बॉतिस्ता अगुत को बैक-टू-बैक मास्टर्स खिताब के लिए पाठ्यक्रम पर बने रहने के लिए देखा, लेकिन शीर्ष वरीयता प्राप्त स्टेन वावरिंका फेडरर ने अपने करियर के सर्वश्रेष्ठ और अप्रत्याशित रूप से कुछ के साथ 2017 की शुरुआत की है और मास्टर्स का दावा किया है टाइटल नंबर 25 इंडियन वेल्स में एक सप्ताह पहले ही वह 26 वें नंबर पर इस सप्ताह के अंत तक बने हुए हैं, जिसमें उनकी सर्वश्रेष्ठ शुरुआत एक सीजन (16-1) से 7-6 7-6 जीत के साथ हुई। स्विस ने 14 घंटे में स्पैनिश 14 वें सीड को देखने के लिए टाई-ब्रेक के एक जोड़े की जरूरत के लिए बतिस्ता अगुत के खिलाफ अपना सब कुछ नहीं किया।",0,Hindi,Sports,train
"बास्केटबॉल 'बाईबल' की नीलामी से खेल यादगार रिकॉर्ड बनते हैं बास्केटबॉल के पहले 13 नियमों ने शुक्रवार को 4 मिलियन से अधिक के लिए बेच दिया, जो सोथबी की नीलामी आयोजित करने के अनुसार खेल यादगार के लिए उच्चतम बिक्री मूल्य के लिए एक रिकॉर्ड स्थापित किया। नीलामी घर ने अनुमान लगाया था कि डॉ। जेम्स नाइस्मिथ के दो-पृष्ठ ""फ़ाउंडिंग रूल्स ऑफ़ बास्केटबॉल"" 119 वर्षीय दस्तावेज के लिए डेविड और सुज़ैन बूथ बोली के आधे से कम 4 338 500 लाएगा। ""यह जन्म प्रमाण पत्र है। यह यहां शुरू हुआ, पांडुलिपियों और पुस्तकों के विभाग के लिए सोथबी के उपाध्यक्ष सेलबी किफ़र ने कहा। न्यू इंग्लैंड YMCA में काम करने वाले एक कनाडाई शारीरिक शिक्षा प्रशिक्षक नाइस्मिथ ने बास्केट बॉल का खेल बनाया, ताकि छात्र एक खेल खेल सकें। सर्दियों में घर के अंदर। Yisma आंदोलन के अंतराष्ट्रीय स्तर पर पेश होने के बाद Naismith को इस बात का अंदाजा नहीं था कि उनका आविष्कार इतनी तेज़ी से होगा।",0,Hindi,Sports,train
"बेईमान पुलिस अधिकारी कैद नए ""हिल्सबोरो कानून"" के तहत, लंदन के 12 पुलिसकर्मियों को पहले ही जेल जा चुका है कि कितने पर्यवेक्षकों ने पूछताछ में अपनी गवाही में मामूली असंगतता या सम्मानजनक उलाहना दिया है। नए कानून के लिए हर स्तर पर सभी पुलिस अधिकारियों से कुल कैंडर की आवश्यकता होती है, और जेल में बंद पुलिसकर्मियों में से 8 को दो साल की सजा सुनाई गई है, जो कि उनके वकील खुले कोर्ट में ""दयालु और चतुराईपूर्ण"" विवरण देते हैं, बजाय पूरी पारदर्शिता के। अब नियमों की आवश्यकता है। लेबर सांसद एंडी बर्नहैम ने टिप्पणी की, ""जब आप इन दुःखी परिवारों में से एक के सदस्य हैं, तो कभी-कभी आप सच्चाई को संभाल नहीं सकते हैं।""",1,Hindi,Sports,train
"मारिया शारापोवा का दावा है कि वह टेनिस डोपिंग प्रतिबंध वापसी के रूप में 'सच्चाई के लिए लड़ी' मारिया शारापोवा ने कहा कि उन्हें अपने डोपिंग सस्पेंशन में कमी से यह महसूस होता है कि उन्होंने ""सच्चाई के लिए कड़ी मेहनत की है"" क्योंकि वह 15 महीने के प्रतिबंध के बाद टेनिस में वापसी की तैयारी कर रही हैं। रूस के पूर्व विश्व नंबर 1 को 2016 के ऑस्ट्रेलियन ओपन में सकारात्मक रूप से परीक्षण करने के बाद दो साल के लिए रोक दिया गया था, एक दवा जिसे वह नियमों के भीतर 10 साल से ले रही थी, लेकिन वह प्रतिबंधित दवा के रूप में पुनर्वर्गीकृत थी। वह वाइल्डकार्ड एंट्री की बदौलत अप्रैल के पोर्श ग्रैंड प्रिक्स में वापस आएंगी और कहती हैं कि उन्हें लगता है कि उन्हें ""दिन का काम"" मिल गया है।",0,Hindi,Sports,train
"डब्लूडब्लूई स्टार पैगी ने लीक वीडियो कांड के बाद समलैंगिक विचारों का खुलासा किया ""डब्ल्यूडब्ल्यूई स्टार पैगी ने खुलासा किया है कि उसने स्पष्ट छवियों और उसके वीडियो ऑनलाइन लीक होने के बाद हेटेरो यौन संबंधों को छोड़ने के बारे में सोचा था। दो बार के दिव्यांग चैंपियन असली नाम सराया-जेड बेविस ने स्वीकार किया कि उसने विवाद की अवधि के दौरान पुरुषों को छोड़ने के बारे में सोचा था। ""मैंने 24 वर्षीय अंग्रेजी पहलवान ने एक बड़ी गलती की।"" विशाल। मैंने किसी ऐसे व्यक्ति के हाथों में भरोसा किया, जिसने वर्षों पहले एक युवा लड़की का फायदा उठाया था। ""यह मेरी गलती थी और मैं हमेशा ज़िम्मेदारी लूंगा। लेकिन एक चीज़ जो सबसे कठिन थी, वह थी 'मेरा पति मुझे छोड़ने वाला है, मेरा परिवार मुझे छोड़ देगा।""",1,Hindi,Sports,train
"दाई यंग ने लेप्सटर के खिलाफ काम की दर बढ़ाने के लिए वाट्स बैकलाइन को बताया अगर वे क्लब को महान मनोरंजनकर्ताओं से शीर्षक विजेता में बदलने का इरादा रखते हैं, तो वाट्सएप की स्टार-स्टड बैकलाइन को ""लड़ाई के लिए अधिक"" दिखाने का आग्रह किया गया है। इंग्लैंड में किसी भी टीम ने प्रेमसिएरशिप नेताओं की तुलना में अधिक प्रयास नहीं किए हैं, लेकिन मुख्य कोच दाई यंग ने अपने दस्ते को चेतावनी दी है कि शनिवार को लेइनस्टर के खर्च पर अकेले दम पर हमला करने से यूरोपीय सेमीफाइनल नहीं होगा। व्रैप के पीछे वॉट्स के निपटान में भीड़-सुखदायक प्रतिभा की सीमा लगभग हार्लेम ग्लोबट्रॉटर्स की याद दिलाती है, जिसमें कुर्ले बेले विली ले रॉक्स क्रिस्चियन वेड और डैनी सिप्रियानी किसी भी समय एक खेल को विद्युतीकृत करने में सक्षम हैं। युवा हालांकि रग्बी यूनियन कोचिंग के केविन Keegan के रूप में देखा जा करने की कोई इच्छा नहीं है शानदार ढंग से अपने पक्ष पर हमला करने के लिए सराहना की, लेकिन किसी भी ट्राफियां के लिए इसके बिना दिखाने के लिए।",0,Hindi,Sports,train
